ix,iy,count
-1407067,773807,4
-1407067,773810,1
-1407067,773825,1
-1407067,773918,1
-1407067,773991,1
-1407067,774131,1
-1407067,774132,1
-1407067,774133,1
-1407067,774224,1
-1407067,774232,1
-1407067,774233,1
-1407066,770364,1
-1407066,770500,1
-1407066,770906,1
-1407066,771711,2
-1407066,772234,1
-1407066,772565,1
-1407066,772716,1
-1407066,772750,1
-1407066,772932,1
-1407066,772936,1
-1407066,772946,1
-1407066,772948,1
-1407066,772989,1
-1407066,773009,1
-1407066,773090,1
-1407066,773093,1
-1407066,773118,2
-1407066,773119,5
-1407066,773181,1
-1407066,773194,1
-1407066,773225,1
-1407066,773277,1
-1407066,773512,1
-1407066,773598,1
-1407066,773611,1
-1407066,773788,2
-1407066,773815,1
-1407066,773830,1
-1407066,773940,1
-1407066,774129,1
-1407066,774131,12
-1407066,774135,1
-1407066,774157,1
-1407066,774215,1
-1407065,770082,1
-1407065,771726,3
-1407065,771730,2
-1407065,771953,1
-1407065,772569,1
-1407065,772690,1
-1407065,772743,1
-1407065,772799,1
-1407065,772803,1
-1407065,772851,1
-1407065,772905,1
-1407065,772920,1
-1407065,772949,1
-1407065,773092,2
-1407065,773096,1
-1407065,773108,1
-1407065,773111,1
-1407065,773132,1
-1407065,773153,1
-1407065,773228,1
-1407065,773232,1
-1407065,773237,1
-1407065,773463,1
-1407065,773464,1
-1407065,773497,1
-1407065,773631,1
-1407065,773658,1
-1407065,773796,1
-1407065,773814,4
-1407065,773831,2
-1407065,773864,1
-1407065,773989,1
-1407065,774130,1
-1407065,774131,2
-1407065,774210,2
-1407065,774221,1
-1407064,769699,1
-1407064,770364,1
-1407064,770499,1
-1407064,771698,1
-1407064,771701,1
-1407064,772423,1
-1407064,772484,1
-1407064,772491,1
-1407064,772573,1
-1407064,772799,1
-1407064,772946,1
-1407064,772949,1
-1407064,773088,1
-1407064,773093,1
-1407064,773099,1
-1407064,773173,1
-1407064,773203,1
-1407064,773227,1
-1407064,773228,15
-1407064,773450,1
-1407064,773630,1
-1407064,773657,1
-1407064,773762,1
-1407064,773813,3
-1407064,774089,1
-1407064,774105,1
-1407064,774209,2
-1407064,774233,8
-1407064,774236,1
-1407064,774241,1
-1407063,770468,1
-1407063,770803,1
-1407063,771706,2
-1407063,771716,2
-1407063,772498,1
-1407063,772655,1
-1407063,772930,1
-1407063,772936,1
-1407063,772948,1
-1407063,773095,1
-1407063,773102,1
-1407063,773140,1
-1407063,773215,1
-1407063,773217,1
-1407063,773225,1
-1407063,773234,1
-1407063,773241,1
-1407063,773574,1
-1407063,773601,1
-1407063,773765,2
-1407063,773821,5
-1407063,773842,1
-1407063,774112,1
-1407063,774327,1
-1407062,770080,1
-1407062,770971,1
-1407062,771721,1
-1407062,771723,1
-1407062,772429,1
-1407062,772739,1
-1407062,773104,1
-1407062,773105,1
-1407062,773140,1
-1407062,773226,1
-1407062,773230,1
-1407062,773239,1
-1407062,773241,1
-1407062,773279,1
-1407062,773619,1
-1407062,773629,1
-1407062,773634,1
-1407062,773731,1
-1407062,773848,1
-1407062,773978,1
-1407062,773985,1
-1407062,774002,1
-1407062,774197,2
-1407062,774263,1
-1407061,770046,1
-1407061,770358,1
-1407061,770821,1
-1407061,771721,1
-1407061,772502,1
-1407061,772757,1
-1407061,772760,1
-1407061,772809,1
-1407061,772898,1
-1407061,772934,1
-1407061,772947,1
-1407061,773009,1
-1407061,773074,1
-1407061,773113,1
-1407061,773134,1
-1407061,773136,1
-1407061,773189,1
-1407061,773230,7
-1407061,773511,1
-1407061,773600,1
-1407061,773667,2
-1407061,773818,3
-1407061,773897,1
-1407061,774203,1
-1407061,774204,1
-1407061,774243,1
-1407060,770496,1
-1407060,770503,1
-1407060,771695,1
-1407060,771717,1
-1407060,771725,1
-1407060,772560,1
-1407060,772904,1
-1407060,772987,1
-1407060,773080,1
-1407060,773085,1
-1407060,773100,1
-1407060,773101,1
-1407060,773102,1
-1407060,773133,1
-1407060,773142,1
-1407060,773143,1
-1407060,773478,1
-1407060,773481,1
-1407060,773528,1
-1407060,773539,1
-1407060,773598,1
-1407060,773612,1
-1407060,773615,1
-1407060,773617,3
-1407060,773647,1
-1407060,773665,1
-1407060,773865,1
-1407060,773906,1
-1407060,774199,1
-1407060,774207,1
-1407060,774246,1
-1407059,770008,1
-1407059,770818,1
-1407059,771721,2
-1407059,772408,1
-1407059,772428,1
-1407059,772459,1
-1407059,772479,1
-1407059,772745,1
-1407059,772842,1
-1407059,773086,1
-1407059,773101,1
-1407059,773105,1
-1407059,773117,1
-1407059,773136,1
-1407059,773138,3
-1407059,773238,1
-1407059,773470,1
-1407059,773522,1
-1407059,773565,1
-1407059,773606,4
-1407059,773610,1
-1407059,773611,1
-1407059,773618,1
-1407059,773633,1
-1407059,773718,6
-1407059,773752,1
-1407059,774080,1
-1407059,774233,1
-1407059,774240,2
-1407059,774242,11
-1407058,771011,1
-1407058,771711,3
-1407058,771713,1
-1407058,771718,1
-1407058,772644,1
-1407058,772708,1
-1407058,772762,1
-1407058,772892,1
-1407058,772930,1
-1407058,772997,1
-1407058,773033,1
-1407058,773078,1
-1407058,773079,1
-1407058,773088,3
-1407058,773138,4
-1407058,773261,1
-1407058,773503,1
-1407058,773597,1
-1407058,773613,1
-1407058,773703,1
-1407058,773852,1
-1407058,774202,1
-1407058,774242,1
-1407057,770354,1
-1407057,770360,1
-1407057,770823,1
-1407057,771700,1
-1407057,772693,1
-1407057,772763,1
-1407057,772783,1
-1407057,772914,1
-1407057,772916,1
-1407057,773095,1
-1407057,773100,1
-1407057,773102,1
-1407057,773138,1
-1407057,773139,1
-1407057,773141,2
-1407057,773153,1
-1407057,773154,1
-1407057,773156,1
-1407057,773158,1
-1407057,773166,1
-1407057,773222,1
-1407057,773244,1
-1407057,773596,1
-1407057,773599,1
-1407057,773603,1
-1407057,773740,1
-1407057,773755,1
-1407057,773766,1
-1407057,773828,3
-1407057,773835,1
-1407057,773884,1
-1407057,773887,1
-1407056,770856,1
-1407056,771690,3
-1407056,772698,1
-1407056,772701,1
-1407056,772713,1
-1407056,772891,1
-1407056,772893,1
-1407056,772921,1
-1407056,772946,1
-1407056,772950,1
-1407056,773095,1
-1407056,773100,1
-1407056,773136,1
-1407056,773137,1
-1407056,773140,1
-1407056,773238,1
-1407056,773594,1
-1407056,773738,1
-1407056,773753,2
-1407056,773762,1
-1407056,773826,2
-1407056,774040,1
-1407056,774182,1
-1407055,771708,1
-1407055,771711,1
-1407055,771714,8
-1407055,772364,1
-1407055,772446,1
-1407055,772855,1
-1407055,772907,1
-1407055,772926,1
-1407055,773092,1
-1407055,773095,1
-1407055,773109,1
-1407055,773113,1
-1407055,773116,1
-1407055,773135,1
-1407055,773137,1
-1407055,773138,1
-1407055,773147,1
-1407055,773164,11
-1407055,773235,1
-1407055,773236,1
-1407055,773238,1
-1407055,773746,2
-1407055,773837,1
-1407055,773897,1
-1407055,773978,1
-1407055,774061,1
-1407055,774196,1
-1407055,774226,1
-1407054,770159,1
-1407054,770770,1
-1407054,771164,1
-1407054,771325,1
-1407054,771709,4
-1407054,771832,1
-1407054,772678,3
-1407054,772713,1
-1407054,772771,1
-1407054,772944,1
-1407054,772947,2
-1407054,772949,1
-1407054,773075,1
-1407054,773093,1
-1407054,773136,1
-1407054,773138,1
-1407054,773144,1
-1407054,773235,1
-1407054,773288,1
-1407054,773481,1
-1407054,773631,1
-1407054,773640,1
-1407054,773867,6
-1407054,774148,1
-1407054,774192,1
-1407054,774231,1
-1407054,774236,1
-1407053,769673,1
-1407053,770712,1
-1407053,771700,3
-1407053,772775,1
-1407053,772916,1
-1407053,772920,1
-1407053,772993,1
-1407053,773113,1
-1407053,773137,1
-1407053,773151,1
-1407053,773154,1
-1407053,773181,1
-1407053,773219,1
-1407053,773223,1
-1407053,773233,1
-1407053,773236,5
-1407053,773476,1
-1407053,773502,1
-1407053,773602,1
-1407053,773612,1
-1407053,773625,1
-1407053,773707,1
-1407053,773854,1
-1407053,774175,1
-1407053,774328,1
-1407052,770068,1
-1407052,770302,1
-1407052,770494,1
-1407052,771274,1
-1407052,771315,1
-1407052,772440,1
-1407052,772855,1
-1407052,772924,1
-1407052,772932,1
-1407052,772946,1
-1407052,772947,1
-1407052,772948,2
-1407052,772951,1
-1407052,772998,1
-1407052,773070,1
-1407052,773112,1
-1407052,773138,2
-1407052,773139,1
-1407052,773148,1
-1407052,773184,1
-1407052,773219,1
-1407052,773232,1
-1407052,773435,1
-1407052,773599,1
-1407052,773607,1
-1407052,773613,5
-1407052,773688,3
-1407052,773766,2
-1407052,774070,1
-1407051,769691,1
-1407051,770723,1
-1407051,771696,1
-1407051,771703,1
-1407051,771920,1
-1407051,772764,1
-1407051,772769,1
-1407051,772917,1
-1407051,773069,1
-1407051,773073,1
-1407051,773079,1
-1407051,773080,1
-1407051,773108,1
-1407051,773128,2
-1407051,773161,1
-1407051,773163,3
-1407051,773238,1
-1407051,773257,1
-1407051,773481,1
-1407051,773592,1
-1407051,773674,5
-1407051,774132,1
-1407051,774192,1
-1407051,774194,2
-1407051,774239,1
-1407050,771685,1
-1407050,771700,3
-1407050,772426,1
-1407050,772437,1
-1407050,772768,1
-1407050,772888,1
-1407050,772897,1
-1407050,772899,1
-1407050,772931,1
-1407050,772943,1
-1407050,772949,1
-1407050,773114,1
-1407050,773149,5
-1407050,773469,1
-1407050,773588,1
-1407050,773615,1
-1407050,774194,1
-1407050,774233,1
-1407050,774406,1
-1407049,770101,1
-1407049,770496,1
-1407049,770642,1
-1407049,771312,1
-1407049,771330,1
-1407049,771688,1
-1407049,772352,1
-1407049,772840,1
-1407049,772846,1
-1407049,772909,1
-1407049,772927,1
-1407049,772936,1
-1407049,772948,2
-1407049,772975,1
-1407049,773063,1
-1407049,773065,1
-1407049,773072,1
-1407049,773075,1
-1407049,773084,1
-1407049,773128,2
-1407049,773142,1
-1407049,773147,1
-1407049,773153,1
-1407049,773164,1
-1407049,773172,1
-1407049,773238,1
-1407049,773478,1
-1407049,773522,1
-1407049,773597,1
-1407049,773608,1
-1407049,773609,2
-1407049,773618,1
-1407049,773619,1
-1407049,773783,1
-1407049,774186,1
-1407049,774226,1
-1407049,774238,1
-1407049,774240,1
-1407049,774242,1
-1407049,774244,1
-1407049,774245,1
-1407049,774250,1
-1407048,770384,1
-1407048,770497,2
-1407048,770817,1
-1407048,770846,1
-1407048,772437,1
-1407048,772625,1
-1407048,772718,1
-1407048,772900,1
-1407048,772947,1
-1407048,772949,1
-1407048,772999,1
-1407048,773065,1
-1407048,773073,1
-1407048,773235,1
-1407048,773438,1
-1407048,773454,3
-1407048,773470,1
-1407048,773601,1
-1407048,773610,1
-1407048,773617,1
-1407048,773879,2
-1407048,773992,1
-1407048,774013,1
-1407048,774163,1
-1407048,774172,1
-1407048,774225,1
-1407047,770845,1
-1407047,771339,1
-1407047,771693,1
-1407047,772722,1
-1407047,772843,1
-1407047,772889,1
-1407047,772908,1
-1407047,772917,1
-1407047,772947,1
-1407047,773066,1
-1407047,773069,1
-1407047,773071,2
-1407047,773122,1
-1407047,773129,1
-1407047,773132,1
-1407047,773156,1
-1407047,773229,1
-1407047,773441,1
-1407047,773453,1
-1407047,773474,1
-1407047,773496,1
-1407047,773547,1
-1407047,773607,1
-1407047,773611,96
-1407047,773628,2
-1407047,773680,1
-1407047,773735,1
-1407047,773900,1
-1407047,774158,1
-1407047,774167,1
-1407047,774186,1
-1407047,774192,1
-1407047,774242,1
-1407047,774256,1
-1407047,774439,1
-1407046,770158,1
-1407046,770508,1
-1407046,770847,1
-1407046,772417,1
-1407046,772723,1
-1407046,772943,2
-1407046,773018,1
-1407046,773064,1
-1407046,773068,1
-1407046,773071,1
-1407046,773093,1
-1407046,773117,1
-1407046,773143,1
-1407046,773147,1
-1407046,773161,1
-1407046,773213,1
-1407046,773235,1
-1407046,773366,1
-1407046,773487,1
-1407046,773493,1
-1407046,773595,1
-1407046,773609,1
-1407046,773611,2
-1407046,773614,20
-1407046,774173,1
-1407046,774207,1
-1407046,774233,1
-1407046,774234,1
-1407046,774240,1
-1407046,774241,7
-1407046,774242,1
-1407046,774247,1
-1407046,774259,1
-1407045,770160,1
-1407045,770844,1
-1407045,771696,10
-1407045,771709,1
-1407045,772887,1
-1407045,772925,1
-1407045,773058,1
-1407045,773063,1
-1407045,773065,1
-1407045,773069,1
-1407045,773135,1
-1407045,773148,1
-1407045,773164,1
-1407045,773172,1
-1407045,773308,2
-1407045,773466,1
-1407045,773468,1
-1407045,773472,1
-1407045,773488,1
-1407045,773592,1
-1407045,773608,1
-1407045,773609,1
-1407045,773613,1
-1407045,773617,1
-1407045,773852,1
-1407045,774109,1
-1407045,774166,1
-1407045,774225,1
-1407045,774228,1
-1407044,771694,1
-1407044,771695,1
-1407044,771697,2
-1407044,771703,1
-1407044,771704,5
-1407044,771925,1
-1407044,772178,1
-1407044,772225,2
-1407044,772884,1
-1407044,772988,1
-1407044,772992,1
-1407044,773065,1
-1407044,773070,1
-1407044,773071,1
-1407044,773136,1
-1407044,773151,1
-1407044,773166,1
-1407044,773224,1
-1407044,773269,1
-1407044,773310,1
-1407044,773413,1
-1407044,773469,1
-1407044,773471,1
-1407044,773486,1
-1407044,773602,1
-1407044,773606,2
-1407044,773609,1
-1407044,773614,1
-1407044,773767,3
-1407044,774152,1
-1407044,774160,36
-1407044,774201,2
-1407044,774250,1
-1407044,774252,1
-1407043,770838,1
-1407043,771227,1
-1407043,771252,1
-1407043,771337,1
-1407043,771696,1
-1407043,771701,15
-1407043,771717,1
-1407043,772204,1
-1407043,772742,1
-1407043,772890,1
-1407043,773063,1
-1407043,773071,1
-1407043,773125,1
-1407043,773140,1
-1407043,773142,1
-1407043,773152,1
-1407043,773163,1
-1407043,773164,1
-1407043,773165,1
-1407043,773166,1
-1407043,773170,1
-1407043,773181,1
-1407043,773597,1
-1407043,773600,1
-1407043,773617,5
-1407043,773666,1
-1407043,773898,1
-1407043,774037,1
-1407043,774137,1
-1407043,774167,1
-1407043,774231,1
-1407043,774232,1
-1407043,774286,1
-1407042,770156,1
-1407042,771045,1
-1407042,772191,1
-1407042,772403,1
-1407042,772908,1
-1407042,772939,1
-1407042,772940,1
-1407042,773063,1
-1407042,773085,1
-1407042,773140,1
-1407042,773142,3
-1407042,773149,1
-1407042,773156,1
-1407042,773158,1
-1407042,773166,1
-1407042,773431,1
-1407042,773435,2
-1407042,773469,1
-1407042,773535,1
-1407042,773601,1
-1407042,773607,1
-1407042,773673,1
-1407042,773728,1
-1407042,773734,1
-1407042,773738,1
-1407042,773953,1
-1407042,773977,1
-1407042,774176,1
-1407042,774239,1
-1407042,774248,1
-1407041,770488,1
-1407041,771702,7
-1407041,772251,1
-1407041,772683,1
-1407041,772753,1
-1407041,773057,1
-1407041,773061,1
-1407041,773066,1
-1407041,773067,1
-1407041,773068,1
-1407041,773072,1
-1407041,773139,1
-1407041,773142,1
-1407041,773143,2
-1407041,773163,1
-1407041,773172,1
-1407041,773292,1
-1407041,773413,1
-1407041,773535,1
-1407041,773589,1
-1407041,773594,1
-1407041,773596,1
-1407041,773605,1
-1407041,773610,1
-1407041,773623,1
-1407041,773749,1
-1407041,774137,1
-1407041,774196,1
-1407041,774201,1
-1407041,774244,1
-1407041,774246,1
-1407040,770921,1
-1407040,771690,1
-1407040,772181,1
-1407040,772747,1
-1407040,772936,1
-1407040,773068,1
-1407040,773155,1
-1407040,773157,1
-1407040,773181,1
-1407040,773188,2
-1407040,773195,1
-1407040,773407,1
-1407040,773431,1
-1407040,773603,1
-1407040,773627,1
-1407040,773630,1
-1407040,773638,1
-1407040,773931,1
-1407040,773981,1
-1407040,773984,1
-1407040,774135,1
-1407040,774140,2
-1407040,774148,1
-1407040,774233,1
-1407040,774238,1
-1407040,774249,1
-1407039,770126,1
-1407039,772200,1
-1407039,772874,1
-1407039,772916,1
-1407039,772991,5
-1407039,773076,1
-1407039,773097,1
-1407039,773130,1
-1407039,773141,1
-1407039,773303,1
-1407039,773419,1
-1407039,773427,1
-1407039,773580,1
-1407039,773598,1
-1407039,773900,1
-1407039,774254,1
-1407039,774275,1
-1407038,770308,3
-1407038,770823,1
-1407038,770824,1
-1407038,771115,1
-1407038,771226,1
-1407038,771681,2
-1407038,771698,3
-1407038,772425,1
-1407038,772719,1
-1407038,772734,1
-1407038,772794,1
-1407038,772911,1
-1407038,772928,1
-1407038,773073,1
-1407038,773089,1
-1407038,773131,1
-1407038,773144,1
-1407038,773276,1
-1407038,773296,1
-1407038,773307,1
-1407038,773422,1
-1407038,773424,1
-1407038,773587,1
-1407038,773589,2
-1407038,773627,1
-1407038,773887,1
-1407038,774127,1
-1407038,774186,1
-1407038,774230,1
-1407038,774232,1
-1407038,774249,1
-1407038,774310,1
-1407038,774415,1
-1407038,774429,1
-1407037,770154,1
-1407037,772264,1
-1407037,772449,1
-1407037,772482,1
-1407037,772937,1
-1407037,773072,1
-1407037,773095,1
-1407037,773188,1
-1407037,773189,1
-1407037,773240,1
-1407037,773407,1
-1407037,773417,1
-1407037,773425,1
-1407037,773433,1
-1407037,773565,1
-1407037,773582,1
-1407037,773589,1
-1407037,773602,1
-1407037,773729,1
-1407037,773858,1
-1407037,773975,1
-1407037,774117,1
-1407037,774156,1
-1407037,774252,1
-1407037,774286,1
-1407036,769780,1
-1407036,769795,1
-1407036,770648,1
-1407036,771228,1
-1407036,771705,1
-1407036,772257,1
-1407036,772384,1
-1407036,772985,1
-1407036,773118,1
-1407036,773190,1
-1407036,773273,1
-1407036,773305,1
-1407036,773591,1
-1407036,773597,1
-1407036,773621,1
-1407036,773629,1
-1407036,773720,1
-1407036,773799,1
-1407036,773858,1
-1407036,774254,1
-1407035,769790,1
-1407035,769964,1
-1407035,771214,1
-1407035,771230,1
-1407035,771650,1
-1407035,773082,1
-1407035,773178,1
-1407035,773182,1
-1407035,773195,1
-1407035,773208,1
-1407035,773256,1
-1407035,773309,1
-1407035,773390,1
-1407035,773402,1
-1407035,773420,1
-1407035,773540,1
-1407035,773558,19
-1407035,773587,1
-1407035,773588,1
-1407035,773595,1
-1407035,773687,1
-1407035,773908,1
-1407035,774154,1
-1407035,774188,1
-1407035,774196,1
-1407035,774234,2
-1407035,774256,1
-1407034,769798,1
-1407034,771190,1
-1407034,771683,1
-1407034,771692,2
-1407034,772191,1
-1407034,773190,1
-1407034,773221,1
-1407034,773318,1
-1407034,773390,1
-1407034,773449,1
-1407034,773494,1
-1407034,773536,1
-1407034,773569,1
-1407034,773587,1
-1407034,773908,1
-1407034,773954,1
-1407034,774021,1
-1407034,774065,1
-1407034,774114,1
-1407034,774118,1
-1407034,774136,1
-1407034,774161,1
-1407034,774196,1
-1407034,774216,1
-1407034,774230,2
-1407034,774231,1
-1407034,774256,1
-1407034,774304,1
-1407033,769792,1
-1407033,771682,1
-1407033,771692,1
-1407033,772192,1
-1407033,772233,1
-1407033,772253,1
-1407033,772390,1
-1407033,772494,1
-1407033,772692,1
-1407033,772888,1
-1407033,772895,1
-1407033,772941,1
-1407033,773061,1
-1407033,773087,1
-1407033,773191,1
-1407033,773306,1
-1407033,773416,1
-1407033,773432,1
-1407033,773575,1
-1407033,773617,1
-1407033,773731,11
-1407033,773739,1
-1407033,773783,1
-1407033,774115,1
-1407033,774214,1
-1407033,774228,1
-1407033,774283,1
-1407033,774309,1
-1407033,774313,1
-1407032,769976,2
-1407032,771689,1
-1407032,771690,3
-1407032,771927,1
-1407032,772195,1
-1407032,772410,1
-1407032,772438,1
-1407032,772912,1
-1407032,772984,1
-1407032,773102,1
-1407032,773272,1
-1407032,773298,1
-1407032,773471,1
-1407032,773553,1
-1407032,773562,1
-1407032,773566,2
-1407032,773692,1
-1407032,773734,2
-1407032,774139,5
-1407032,774255,1
-1407031,769810,1
-1407031,770238,1
-1407031,770823,1
-1407031,771551,1
-1407031,771666,1
-1407031,771677,4
-1407031,772192,1
-1407031,772687,1
-1407031,772902,1
-1407031,773065,1
-1407031,773072,1
-1407031,773193,1
-1407031,773412,1
-1407031,773507,1
-1407031,773547,1
-1407031,773563,1
-1407031,773566,1
-1407031,774118,1
-1407031,774224,1
-1407031,774260,1
-1407031,774279,1
-1407030,769809,1
-1407030,770224,1
-1407030,770830,1
-1407030,771686,1
-1407030,771692,8
-1407030,772111,1
-1407030,772197,1
-1407030,772441,1
-1407030,772933,1
-1407030,773140,1
-1407030,773208,1
-1407030,773364,1
-1407030,773394,1
-1407030,773434,1
-1407030,773531,1
-1407030,773536,1
-1407030,773564,1
-1407030,773568,1
-1407030,773572,1
-1407030,773680,1
-1407030,773695,1
-1407030,773724,1
-1407030,773849,1
-1407030,773860,1
-1407030,774156,3
-1407030,774174,1
-1407030,774313,1
-1407030,774407,1
-1407029,771085,1
-1407029,772155,1
-1407029,772757,1
-1407029,772913,1
-1407029,773077,1
-1407029,773121,1
-1407029,773190,1
-1407029,773275,1
-1407029,773281,1
-1407029,773543,1
-1407029,773585,1
-1407029,774394,1
-1407029,774410,1
-1407028,771690,1
-1407028,772209,1
-1407028,772217,1
-1407028,772270,6
-1407028,772725,1
-1407028,772984,1
-1407028,773065,2
-1407028,773216,2
-1407028,773372,1
-1407028,773424,1
-1407028,773539,1
-1407028,773571,3
-1407028,773585,1
-1407028,773587,1
-1407028,774261,1
-1407027,771661,5
-1407027,772010,1
-1407027,772162,1
-1407027,772169,1
-1407027,772295,1
-1407027,772683,1
-1407027,772911,1
-1407027,772930,1
-1407027,773026,1
-1407027,773054,1
-1407027,773170,1
-1407027,773175,1
-1407027,773228,1
-1407027,773264,1
-1407027,773359,1
-1407027,773425,1
-1407027,773479,1
-1407027,773556,1
-1407027,773590,1
-1407027,773591,1
-1407027,774270,1
-1407027,774317,1
-1407026,769953,1
-1407026,771229,1
-1407026,771382,1
-1407026,771639,1
-1407026,771649,1
-1407026,771690,1
-1407026,772195,1
-1407026,772272,1
-1407026,772714,1
-1407026,772756,1
-1407026,772902,1
-1407026,772986,1
-1407026,773069,1
-1407026,773096,1
-1407026,773213,1
-1407026,773219,1
-1407026,773265,1
-1407026,773314,1
-1407026,773529,1
-1407026,773531,1
-1407026,773537,1
-1407026,773587,1
-1407026,774182,1
-1407026,774221,1
-1407026,774224,1
-1407026,774230,1
-1407026,774235,1
-1407026,774238,1
-1407026,774249,1
-1407026,774401,1
-1407026,774405,1
-1407026,774444,1
-1407025,771898,1
-1407025,772261,1
-1407025,772709,1
-1407025,772978,1
-1407025,772994,1
-1407025,773056,1
-1407025,773529,1
-1407025,773544,1
-1407025,773562,1
-1407025,773583,1
-1407025,773591,1
-1407025,773611,1
-1407025,773651,1
-1407025,774106,2
-1407025,774172,1
-1407025,774231,1
-1407025,774406,2
-1407024,769939,1
-1407024,770491,1
-1407024,770822,1
-1407024,771664,1
-1407024,771886,1
-1407024,772189,1
-1407024,772224,4
-1407024,772330,1
-1407024,772403,1
-1407024,772431,1
-1407024,772751,1
-1407024,772810,1
-1407024,772907,1
-1407024,773175,1
-1407024,773219,1
-1407024,773232,1
-1407024,773271,1
-1407024,773312,1
-1407024,773536,1
-1407024,773539,1
-1407024,773591,1
-1407024,774103,1
-1407024,774120,1
-1407024,774154,1
-1407024,774228,1
-1407024,774230,3
-1407024,774233,6
-1407024,774234,1
-1407024,774235,1
-1407023,769804,1
-1407023,769986,1
-1407023,770826,1
-1407023,771299,1
-1407023,771537,1
-1407023,772153,2
-1407023,772180,1
-1407023,772427,1
-1407023,772909,1
-1407023,772923,1
-1407023,773138,1
-1407023,773303,1
-1407023,773551,1
-1407023,773735,4
-1407023,773933,1
-1407023,774230,7
-1407023,774236,1
-1407022,770819,1
-1407022,770824,1
-1407022,772106,1
-1407022,772191,1
-1407022,772404,1
-1407022,772911,1
-1407022,772921,1
-1407022,773228,1
-1407022,773229,3
-1407022,773264,1
-1407022,773369,1
-1407022,773394,1
-1407022,773504,1
-1407022,773644,1
-1407022,773657,1
-1407022,773851,1
-1407021,769787,1
-1407021,771042,1
-1407021,772157,1
-1407021,772160,1
-1407021,772184,1
-1407021,772189,1
-1407021,772207,1
-1407021,772260,1
-1407021,772417,1
-1407021,772421,1
-1407021,772883,1
-1407021,772890,1
-1407021,772969,1
-1407021,773041,1
-1407021,773210,1
-1407021,773534,1
-1407021,773538,1
-1407021,773560,1
-1407021,773593,1
-1407021,773594,1
-1407021,773863,1
-1407021,773933,1
-1407021,773940,1
-1407021,774146,3
-1407021,774156,1
-1407021,774233,1
-1407021,774234,1
-1407021,774237,1
-1407021,774267,1
-1407020,769809,1
-1407020,771640,1
-1407020,771946,1
-1407020,771951,1
-1407020,772182,2
-1407020,772183,1
-1407020,772185,1
-1407020,772188,1
-1407020,772438,1
-1407020,772833,1
-1407020,773211,1
-1407020,773213,1
-1407020,773215,1
-1407020,773220,1
-1407020,773232,1
-1407020,773263,1
-1407020,773266,1
-1407020,773326,1
-1407020,773526,10
-1407020,773528,6
-1407020,773529,160
-1407020,773530,1
-1407020,773531,1
-1407020,774231,3
-1407020,774247,1
-1407020,774268,1
-1407019,769806,1
-1407019,770827,1
-1407019,771107,1
-1407019,771539,1
-1407019,771698,1
-1407019,771952,5
-1407019,771957,1
-1407019,771996,1
-1407019,772175,1
-1407019,772180,1
-1407019,772266,1
-1407019,772408,1
-1407019,772796,1
-1407019,772903,1
-1407019,772911,1
-1407019,773078,1
-1407019,773088,1
-1407019,773115,1
-1407019,773123,1
-1407019,773135,1
-1407019,773140,1
-1407019,773230,1
-1407019,773249,1
-1407019,773261,1
-1407019,773263,2
-1407019,773264,1
-1407019,773345,1
-1407019,773360,1
-1407019,773387,1
-1407019,773586,1
-1407019,773635,1
-1407019,774085,1
-1407019,774148,1
-1407019,774151,1
-1407019,774243,5
-1407018,771536,1
-1407018,772161,1
-1407018,772179,1
-1407018,772184,1
-1407018,772215,1
-1407018,772220,1
-1407018,772229,1
-1407018,772236,1
-1407018,772254,1
-1407018,772300,1
-1407018,772553,1
-1407018,772795,1
-1407018,772883,1
-1407018,773147,1
-1407018,773237,1
-1407018,773239,1
-1407018,773259,1
-1407018,773261,1
-1407018,773266,1
-1407018,773315,1
-1407018,773388,1
-1407018,773575,1
-1407018,773580,2
-1407018,773901,1
-1407018,773935,1
-1407018,774228,1
-1407018,774231,1
-1407018,774250,1
-1407017,770141,1
-1407017,770824,1
-1407017,771674,38
-1407017,772081,1
-1407017,772180,2
-1407017,772181,2
-1407017,772191,1
-1407017,772194,1
-1407017,772198,1
-1407017,772202,1
-1407017,772341,1
-1407017,772888,1
-1407017,772907,1
-1407017,772916,1
-1407017,773060,1
-1407017,773068,1
-1407017,773077,1
-1407017,773126,1
-1407017,773133,1
-1407017,773135,1
-1407017,773147,1
-1407017,773390,1
-1407017,773407,1
-1407017,773528,1
-1407017,773570,11
-1407017,773580,1
-1407017,774231,1
-1407017,774304,1
-1407016,769859,1
-1407016,771071,1
-1407016,771207,1
-1407016,771547,1
-1407016,771955,1
-1407016,772184,1
-1407016,772185,2
-1407016,772187,1
-1407016,772189,1
-1407016,772192,1
-1407016,772193,1
-1407016,772194,1
-1407016,772204,1
-1407016,772263,1
-1407016,772907,1
-1407016,772908,1
-1407016,772909,1
-1407016,772930,1
-1407016,772937,1
-1407016,773133,1
-1407016,773149,1
-1407016,773213,1
-1407016,773221,1
-1407016,773238,1
-1407016,773306,1
-1407016,773320,1
-1407016,773496,1
-1407016,773517,1
-1407016,773574,1
-1407016,773575,1
-1407016,773579,1
-1407016,773580,1
-1407016,773581,1
-1407016,773730,1
-1407016,774096,1
-1407016,774155,1
-1407016,774158,1
-1407016,774166,2
-1407016,774227,1
-1407015,770192,1
-1407015,770840,1
-1407015,771085,1
-1407015,771959,1
-1407015,772017,2
-1407015,772030,1
-1407015,772179,1
-1407015,772183,2
