ix,iy,count,n_genera,n_observers,n_captive,last_observed,median_last10_observed
-1406868,772968,1,1,1,1,2019-04-26,2019-04-26
-1406868,772973,1,1,1,1,2019-04-27,2019-04-27
-1406868,772974,2,2,1,0,2019-04-26,2019-04-26
-1406868,772979,1,1,1,0,2019-04-26,2019-04-26
-1406868,773571,1,1,1,0,2019-04-12,2019-04-12
-1406868,773884,1,1,1,0,2016-11-11,2016-11-11
-1406868,774075,1,1,1,0,2019-04-27,2019-04-27
-1406867,771924,1,1,1,0,2017-07-01,2017-07-01
-1406867,771971,1,1,1,0,2017-02-21,2017-02-21
-1406867,771979,1,1,1,0,2019-01-08,2019-01-08
-1406867,772540,1,1,1,1,2017-10-08,2017-10-08
-1406867,772740,1,1,1,0,2018-09-18,2018-09-18
-1406867,772921,1,1,1,0,2019-06-27,2019-06-27
-1406867,772970,1,1,1,0,2019-04-26,2019-04-26
-1406867,772975,1,1,1,0,2019-04-27,2019-04-27
-1406867,773036,1,1,1,0,2019-04-28,2019-04-28
-1406867,774027,1,1,1,0,2016-07-02,2016-07-02
-1406867,774037,1,1,1,0,2019-06-29,2019-06-29
-1406867,774057,1,1,1,0,2016-08-07,2016-08-07
-1406867,774077,1,1,1,0,2016-08-15,2016-08-15
-1406867,774139,1,1,1,0,2017-06-08,2017-06-08
-1406867,774180,1,1,1,0,2016-08-13,2016-08-13
-1406866,771348,1,1,1,0,2017-05-20,2017-05-20
-1406866,771976,1,1,1,0,2016-05-20,2016-05-20
-1406866,771982,1,1,1,0,2019-01-08,2019-01-08
-1406866,772006,1,1,1,0,2016-05-21,2016-05-21
-1406866,772007,2,2,2,0,2016-05-21,2016-05-21
-1406866,772008,1,1,1,0,2016-05-21,2016-05-21
-1406866,772115,1,1,1,1,2017-08-08,2017-08-08
-1406866,772267,1,1,1,0,2019-03-19,2019-03-19
-1406866,772515,1,1,1,1,2019-05-04,2019-05-04
-1406866,772529,1,1,1,0,2018-09-28,2018-09-28
-1406866,772531,1,1,1,1,2019-05-04,2019-05-04
-1406866,772532,1,1,1,1,2019-05-04,2019-05-04
-1406866,772564,1,1,1,0,2018-07-18,2018-07-18
-1406866,772900,1,1,1,0,2018-11-08,2018-11-08
-1406866,772955,1,1,1,0,2016-03-24,2016-03-24
-1406866,773035,2,2,2,0,2019-04-28,2019-04-28
-1406866,773043,1,1,1,0,2019-04-28,2019-04-28
-1406866,773044,2,2,2,0,2019-04-28,2019-02-03
-1406866,773619,1,1,1,0,2019-04-27,2019-04-27
-1406866,773865,2,2,1,0,2016-06-18,2016-06-07
-1406866,773868,1,1,1,0,2017-04-16,2017-04-16
-1406866,774026,1,1,1,0,2016-06-18,2016-06-18
-1406866,774388,1,1,1,0,2017-06-14,2017-06-14
-1406866,774428,1,1,1,0,2017-06-14,2017-06-14
-1406865,771885,1,1,1,0,2019-04-03,2019-04-03
-1406865,771925,1,1,1,0,2019-04-13,2019-04-13
-1406865,771977,1,1,1,1,2016-05-21,2016-05-21
-1406865,771981,1,1,1,0,2016-05-20,2016-05-20
-1406865,771982,1,1,1,0,2019-01-08,2019-01-08
-1406865,771983,1,1,1,0,2019-01-08,2019-01-08
-1406865,772006,2,1,2,0,2019-07-25,2017-12-21
-1406865,772007,1,1,1,0,2016-05-21,2016-05-21
-1406865,772010,1,1,1,0,2016-06-13,2016-06-13
-1406865,772014,1,1,1,0,2016-05-20,2016-05-20
-1406865,772102,1,1,1,0,2017-08-08,2017-08-08
-1406865,772572,1,1,1,0,2018-11-21,2018-11-21
-1406865,772921,2,1,1,0,2019-07-06,2019-07-06
-1406865,772937,1,1,1,0,2019-06-20,2019-06-20
-1406865,772977,1,1,1,0,2019-04-27,2019-04-27
-1406865,773041,1,1,1,0,2019-04-28,2019-04-28
-1406865,773042,1,1,1,0,2019-04-28,2019-04-28
-1406865,773043,2,1,2,0,2019-04-28,2019-04-28
-1406865,773044,3,3,3,0,2019-04-28,2019-04-28
-1406865,773575,1,1,1,0,2019-04-22,2019-04-22
-1406865,773631,1,1,1,0,2019-04-12,2019-04-12
-1406865,773866,1,1,1,0,2016-10-23,2016-10-23
-1406865,774019,1,1,1,0,2019-03-27,2019-03-27
-1406865,774028,1,1,1,0,2019-03-27,2019-03-27
-1406864,771797,1,1,1,0,2017-10-04,2017-10-04
-1406864,771887,1,1,1,1,2019-04-06,2019-04-06
-1406864,771912,1,1,1,0,2019-06-21,2019-06-21
-1406864,771979,1,1,1,0,2016-05-20,2016-05-20
-1406864,771980,2,1,2,0,2016-05-20,2016-05-20
-1406864,772008,1,1,1,0,2016-05-21,2016-05-21
-1406864,772405,1,1,1,1,2018-12-05,2018-12-05
-1406864,772467,1,1,1,1,2019-05-04,2019-05-04
-1406864,772593,1,1,1,0,2017-06-01,2017-06-01
-1406864,772672,1,1,1,0,2019-07-20,2019-07-20
-1406864,772803,1,1,1,0,2019-04-28,2019-04-28
-1406864,772924,1,1,1,0,2019-07-06,2019-07-06
-1406864,772972,1,1,1,0,2019-04-26,2019-04-26
-1406864,772975,1,1,1,0,2019-04-27,2019-04-27
-1406864,772976,1,1,1,0,2019-04-27,2019-04-27
-1406864,773033,2,2,2,0,2019-06-08,2019-05-18
-1406864,773043,2,2,2,0,2019-04-28,2019-04-28
-1406864,773044,2,2,2,0,2019-04-28,2019-04-28
-1406864,773608,1,1,1,0,2019-04-27,2019-04-27
-1406864,773610,1,1,1,0,2019-04-27,2019-04-27
-1406864,773870,1,1,1,0,2017-04-16,2017-04-16
-1406864,774032,2,2,1,0,2019-06-08,2019-06-08
-1406864,774433,1,1,1,0,2017-06-14,2017-06-14
-1406863,771896,1,1,1,0,2018-01-16,2018-01-16
-1406863,772034,1,1,1,0,2018-06-02,2018-06-02
-1406863,772346,1,1,1,0,2018-12-16,2018-12-16
-1406863,772512,1,1,1,1,2019-06-02,2019-06-02
-1406863,772573,1,1,1,0,2018-09-29,2018-09-29
-1406863,772921,1,1,1,0,2019-07-06,2019-07-06
-1406863,772923,1,1,1,0,2019-07-06,2019-07-06
-1406863,772925,1,1,1,0,2019-06-21,2019-06-21
-1406863,772976,1,1,1,0,2019-04-26,2019-04-26
-1406863,773041,1,1,1,0,2019-04-28,2019-04-28
-1406863,773042,2,2,2,0,2019-04-28,2019-04-28
-1406863,773043,1,1,1,0,2019-04-28,2019-04-28
-1406863,773044,3,2,3,0,2019-04-28,2019-04-28
-1406863,773204,1,1,1,0,2019-06-16,2019-06-16
-1406863,773288,1,1,1,0,2019-05-01,2019-05-01
-1406863,773569,1,1,1,0,2019-04-27,2019-04-27
-1406863,773577,1,1,1,0,2016-07-30,2016-07-30
-1406863,773866,1,1,1,0,2016-07-23,2016-07-23
-1406863,774027,4,3,1,0,2016-08-27,2016-08-27
-1406863,774061,2,2,1,0,2016-11-05,2016-11-05
-1406863,774180,1,1,1,0,2019-04-13,2019-04-13
-1406862,771974,1,1,1,1,2016-05-21,2016-05-21
-1406862,771980,2,2,1,0,2016-05-20,2016-05-20
-1406862,772006,1,1,1,0,2016-05-20,2016-05-20
-1406862,772233,1,1,1,1,2019-04-26,2019-04-26
-1406862,772412,1,1,1,0,2017-06-08,2017-06-08
-1406862,772509,1,1,1,1,2018-06-04,2018-06-04
-1406862,772517,1,1,1,0,2018-09-28,2018-09-28
-1406862,772976,1,1,1,1,2019-04-26,2019-04-26
-1406862,772977,2,2,1,0,2019-04-26,2019-04-26
-1406862,773043,2,2,2,0,2019-04-28,2019-04-28
-1406862,773044,1,1,1,0,2019-04-28,2019-04-28
-1406862,773045,1,1,1,0,2019-04-28,2019-04-28
-1406862,773046,2,2,2,0,2019-04-28,2019-04-28
-1406862,773582,1,1,1,0,2018-06-30,2018-06-30
-1406862,773867,1,1,1,0,2017-05-14,2017-05-14
-1406862,774023,2,2,1,0,2016-06-18,2016-06-18
-1406862,774073,1,1,1,0,2019-04-27,2019-04-27
-1406862,774391,1,1,1,0,2017-06-14,2017-06-14
-1406861,771977,1,1,1,1,2016-05-21,2016-05-21
-1406861,772003,1,1,1,0,2016-11-11,2016-11-11
-1406861,772052,1,1,1,0,2019-06-26,2019-06-26
-1406861,772113,1,1,1,0,2018-06-09,2018-06-09
-1406861,772139,1,1,1,1,2017-08-08,2017-08-08
-1406861,772342,1,1,1,0,2016-04-01,2016-04-01
-1406861,772836,1,1,1,1,2019-04-28,2019-04-28
-1406861,772875,1,1,1,0,2018-05-10,2018-05-10
-1406861,772888,1,1,1,0,2019-05-25,2019-05-25
-1406861,772922,2,2,1,0,2019-07-06,2019-07-01
-1406861,772976,1,1,1,0,2019-04-22,2019-04-22
-1406861,772986,1,1,1,1,2019-06-10,2019-06-10
-1406861,773042,2,2,2,0,2019-04-28,2019-04-28
-1406861,773116,1,1,1,1,2018-03-29,2018-03-29
-1406861,773588,1,1,1,0,2018-06-30,2018-06-30
-1406861,773867,1,1,1,0,2016-06-18,2016-06-18
-1406861,773869,2,2,1,0,2017-04-16,2017-04-16
-1406861,774030,1,1,1,0,2016-06-18,2016-06-18
-1406861,774066,1,1,1,0,2016-11-05,2016-11-05
-1406861,774073,1,1,1,0,2017-04-12,2017-04-12
-1406860,771346,1,1,1,0,2018-11-13,2018-11-13
-1406860,771784,1,1,1,1,2016-04-03,2016-04-03
-1406860,771974,1,1,1,0,2016-05-20,2016-05-20
-1406860,771979,1,1,1,0,2016-05-20,2016-05-20
-1406860,772354,1,1,1,0,2019-07-01,2019-07-01
-1406860,773028,1,1,1,0,2019-05-05,2019-05-05
-1406860,773042,2,2,1,0,2019-04-28,2019-04-28
-1406860,773044,1,1,1,0,2019-04-28,2019-04-28
-1406860,773045,1,1,1,0,2019-04-28,2019-04-28
-1406860,773137,1,1,1,0,2017-06-29,2017-06-29
-1406860,773205,1,1,1,0,2019-06-16,2019-06-16
-1406860,773587,1,1,1,0,2018-12-04,2018-12-04
-1406860,773863,1,1,1,0,2016-10-29,2016-10-29
-1406860,773873,1,1,1,0,2016-07-23,2016-07-23
-1406860,774032,1,1,1,0,2018-04-30,2018-04-30
-1406860,774035,1,1,1,0,2019-03-26,2019-03-26
-1406860,774058,1,1,1,0,2016-11-05,2016-11-05
-1406860,774179,1,1,1,0,2016-07-02,2016-07-02
-1406860,774437,1,1,1,0,2017-06-14,2017-06-14
-1406859,771920,1,1,1,1,2018-11-17,2018-11-17
-1406859,771978,1,1,1,1,2016-05-21,2016-05-21
-1406859,772339,1,1,1,1,2019-04-22,2019-04-22
-1406859,773029,1,1,1,0,2019-04-28,2019-04-28
-1406859,773031,1,1,1,0,2019-04-28,2019-04-28
-1406859,773037,1,1,1,0,2019-04-28,2019-04-28
-1406859,773042,1,1,1,0,2019-04-28,2019-04-28
-1406859,773611,1,1,1,0,2019-04-28,2019-04-28
-1406859,774160,1,1,1,0,2019-06-29,2019-06-29
-1406859,774170,1,1,1,0,2016-07-02,2016-07-02
-1406858,771350,1,1,1,0,2018-04-28,2018-04-28
-1406858,771949,1,1,1,0,2019-06-18,2019-06-18
-1406858,771977,1,1,1,1,2016-05-21,2016-05-21
-1406858,771980,1,1,1,1,2016-02-26,2016-02-26
-1406858,771987,1,1,1,0,2016-05-20,2016-05-20
-1406858,772002,1,1,1,0,2016-11-11,2016-11-11
-1406858,772479,1,1,1,0,2017-11-14,2017-11-14
-1406858,772724,1,1,1,0,2018-10-07,2018-10-07
-1406858,772823,1,1,1,1,2019-04-28,2019-04-28
-1406858,772951,2,2,1,2,2018-10-07,2018-10-07
-1406858,773043,1,1,1,0,2019-04-28,2019-04-28
-1406858,773150,1,1,1,1,2016-05-18,2016-05-18
-1406858,773591,1,1,1,0,2018-11-17,2018-11-17
-1406858,773612,1,1,1,0,2016-07-30,2016-07-30
-1406858,773867,1,1,1,0,2016-07-23,2016-07-23
-1406858,773868,1,1,1,0,2019-04-12,2019-04-12
-1406858,774069,1,1,1,0,2018-07-28,2018-07-28
-1406858,774074,1,1,1,0,2016-06-18,2016-06-18
-1406858,774157,2,1,1,0,2019-05-24,2019-05-24
-1406858,774158,1,1,1,0,2019-05-24,2019-05-24
-1406857,771350,1,1,1,0,2018-04-28,2018-04-28
-1406857,771974,1,1,1,1,2016-05-21,2016-05-21
-1406857,771981,1,1,1,0,2018-11-30,2018-11-30
-1406857,771988,1,1,1,0,2016-05-20,2016-05-20
-1406857,772005,1,1,1,0,2016-05-20,2016-05-20
-1406857,772234,1,1,1,1,2019-04-26,2019-04-26
-1406857,772824,1,1,1,1,2019-04-28,2019-04-28
-1406857,772835,1,1,1,0,2018-05-14,2018-05-14
-1406857,772838,1,1,1,1,2018-05-14,2018-05-14
-1406857,772839,1,1,1,1,2018-05-14,2018-05-14
-1406857,772949,1,1,1,0,2019-05-27,2019-05-27
-1406857,772953,1,1,1,0,2019-04-26,2019-04-26
-1406857,773043,1,1,1,0,2019-04-28,2019-04-28
-1406857,773239,1,1,1,0,2017-04-17,2017-04-17
-1406857,773475,1,1,1,0,2018-09-05,2018-09-05
-1406857,773869,1,1,1,0,2017-04-16,2017-04-16
-1406857,773878,1,1,1,0,2016-11-11,2016-11-11
-1406857,774020,4,4,1,0,2016-08-27,2016-08-27
-1406857,774022,1,1,1,0,2019-04-27,2019-04-27
-1406857,774024,1,1,1,0,2019-03-26,2019-03-26
-1406857,774175,1,1,1,0,2016-10-29,2016-10-29
-1406856,770641,2,2,1,0,2018-01-28,2018-01-28
-1406856,771348,1,1,1,0,2019-05-17,2019-05-17
-1406856,771795,2,2,1,0,2018-09-09,2018-09-09
-1406856,771924,1,1,1,0,2018-06-23,2018-06-23
-1406856,771950,1,1,1,0,2018-10-28,2018-10-28
-1406856,771952,1,1,1,0,2019-04-01,2019-04-01
-1406856,771977,2,2,2,0,2016-05-21,2016-05-21
-1406856,771981,2,2,1,0,2018-11-30,2018-11-30
-1406856,772466,1,1,1,1,2018-08-11,2018-08-11
-1406856,772599,1,1,1,0,2017-04-26,2017-04-26
-1406856,773621,1,1,1,0,2019-04-12,2019-04-12
-1406856,773871,2,2,1,0,2017-04-16,2017-04-16
-1406856,773877,1,1,1,0,2019-07-04,2019-07-04
-1406856,774022,1,1,1,0,2019-04-27,2019-04-27
-1406856,774154,1,1,1,0,2019-05-24,2019-05-24
-1406856,774179,2,2,1,0,2016-08-27,2016-08-27
-1406856,774415,1,1,1,0,2017-07-15,2017-07-15
-1406855,771784,1,1,1,0,2018-03-30,2018-03-30
-1406855,771974,2,2,2,2,2016-05-21,2016-05-21
-1406855,771976,1,1,1,1,2016-05-21,2016-05-21
-1406855,771980,1,1,1,1,2016-05-21,2016-05-21
-1406855,771981,1,1,1,0,2016-05-21,2016-05-21
-1406855,771985,1,1,1,0,2016-05-20,2016-05-20
-1406855,773043,1,1,1,0,2019-04-28,2019-04-28
-1406855,773044,1,1,1,0,2019-04-28,2019-04-28
-1406855,773605,1,1,1,0,2018-11-17,2018-11-17
-1406855,773867,17,13,1,0,2016-10-29,2016-09-03
-1406855,774019,1,1,1,0,2016-06-18,2016-06-18
-1406855,774071,1,1,1,0,2016-07-02,2016-07-02
-1406855,774286,1,1,1,0,2017-06-08,2017-06-08
-1406854,771349,1,1,1,0,2019-02-15,2019-02-15
-1406854,771927,1,1,1,1,2018-05-28,2018-05-28
-1406854,771956,1,1,1,0,2019-03-05,2019-03-05
-1406854,771961,1,1,1,0,2016-10-27,2016-10-27
-1406854,771963,1,1,1,1,2019-06-13,2019-06-13
-1406854,771966,1,1,1,0,2017-02-21,2017-02-21
-1406854,771975,2,2,2,1,2016-05-21,2016-05-21
-1406854,771980,1,1,1,0,2016-05-21,2016-05-21
-1406854,771986,1,1,1,0,2018-04-14,2018-04-14
-1406854,771987,2,2,2,0,2016-05-21,2016-05-20
-1406854,772480,1,1,1,0,2018-08-06,2018-08-06
-1406854,772970,1,1,1,0,2019-06-22,2019-06-22
-1406854,772974,1,1,1,0,2019-04-27,2019-04-27
-1406854,773043,1,1,1,1,2019-04-28,2019-04-28
-1406854,773121,1,1,1,0,2017-07-27,2017-07-27
-1406854,773213,1,1,1,0,2017-05-18,2017-05-18
-1406854,773427,1,1,1,0,2019-04-27,2019-04-27
-1406854,773870,1,1,1,0,2016-07-16,2016-07-16
-1406854,773871,1,1,1,0,2017-04-16,2017-04-16
-1406854,773872,3,3,1,0,2017-04-16,2017-04-16
-1406854,774076,1,1,1,0,2016-07-02,2016-07-02
-1406854,774415,1,1,1,0,2017-05-20,2017-05-20
-1406853,770640,1,1,1,0,2018-01-28,2018-01-28
-1406853,771944,1,1,1,0,2016-05-21,2016-05-21
-1406853,771951,1,1,1,0,2018-11-21,2018-11-21
-1406853,771959,1,1,1,0,2019-04-29,2019-04-29
-1406853,771961,1,1,1,0,2018-04-26,2018-04-26
-1406853,771976,1,1,1,1,2016-05-21,2016-05-21
-1406853,771977,1,1,1,0,2016-05-20,2016-05-20
-1406853,771986,1,1,1,0,2016-05-21,2016-05-21
-1406853,771987,1,1,1,0,2016-05-21,2016-05-21
-1406853,772001,1,1,1,0,2016-05-20,2016-05-20
-1406853,772025,1,1,1,0,2017-03-17,2017-03-17
-1406853,772554,1,1,1,1,2018-04-29,2018-04-29
-1406853,773428,1,1,1,0,2019-04-27,2019-04-27
-1406853,773594,1,1,1,0,2018-09-03,2018-09-03
-1406853,773600,1,1,1,0,2018-09-03,2018-09-03
-1406853,773605,1,1,1,0,2019-04-27,2019-04-27
-1406853,773606,1,1,1,0,2019-04-27,2019-04-27
-1406853,773648,1,1,1,0,2016-07-03,2016-07-03
-1406853,773654,1,1,1,0,2018-09-12,2018-09-12
-1406853,773868,1,1,1,0,2017-05-14,2017-05-14
-1406853,773871,1,1,1,0,2017-04-16,2017-04-16
-1406853,773872,2,2,1,0,2016-09-03,2016-08-13
-1406853,773874,1,1,1,0,2019-06-26,2019-06-26
-1406853,774066,1,1,1,0,2016-11-05,2016-11-05
-1406853,774292,1,1,1,0,2017-08-09,2017-08-09
-1406853,774410,1,1,1,0,2017-05-20,2017-05-20
-1406852,771343,3,2,1,0,2019-02-15,2019-02-15
-1406852,771350,1,1,1,0,2017-05-20,2017-05-20
-1406852,771702,1,1,1,0,2016-07-18,2016-07-18
-1406852,771958,1,1,1,0,2018-04-08,2018-04-08
-1406852,771964,1,1,1,1,2017-06-25,2017-06-25
-1406852,771974,1,1,1,0,2016-05-16,2016-05-16
-1406852,771978,1,1,1,1,2019-05-04,2019-05-04
-1406852,771986,1,1,1,0,2016-05-21,2016-05-21
-1406852,771988,1,1,1,0,2016-05-21,2016-05-21
-1406852,772005,1,1,1,1,2016-02-26,2016-02-26
-1406852,772024,1,1,1,1,2018-07-05,2018-07-05
-1406852,772481,1,1,1,0,2017-11-14,2017-11-14
-1406852,772976,2,2,1,1,2019-04-27,2019-04-27
-1406852,773041,1,1,1,0,2019-04-28,2019-04-28
-1406852,773042,2,2,2,0,2019-04-28,2019-04-28
-1406852,773045,1,1,1,0,2019-04-28,2019-04-28
-1406852,773046,1,1,1,0,2019-04-28,2019-04-28
-1406852,773047,1,1,1,0,2019-04-28,2019-04-28
-1406852,773600,1,1,1,0,2018-12-30,2018-12-30
-1406852,773601,1,1,1,0,2019-04-27,2019-04-27
-1406852,773605,1,1,1,0,2016-05-20,2016-05-20
-1406852,773870,1,1,1,0,2016-11-11,2016-11-11
-1406852,774022,1,1,1,0,2016-08-13,2016-08-13
-1406852,774158,1,1,1,0,2019-04-09,2019-04-09
-1406852,774382,1,1,1,0,2017-06-14,2017-06-14
-1406852,774437,1,1,1,0,2017-06-14,2017-06-14
-1406851,771770,1,1,1,1,2019-04-06,2019-04-06
-1406851,771978,1,1,1,1,2016-05-21,2016-05-21
-1406851,771979,1,1,1,0,2016-05-20,2016-05-20
-1406851,771982,1,1,1,0,2016-05-21,2016-05-21
-1406851,771985,3,1,3,0,2016-05-21,2016-05-21
-1406851,771986,3,3,3,0,2016-05-21,2016-05-21
-1406851,771997,1,1,1,0,2016-05-20,2016-05-20
-1406851,772624,1,1,1,0,2018-09-28,2018-09-28
-1406851,773040,1,1,1,0,2019-04-28,2019-04-28
-1406851,773041,1,1,1,0,2019-04-28,2019-04-28
-1406851,773042,1,1,1,0,2019-04-28,2019-04-28
-1406851,773043,1,1,1,0,2019-04-28,2019-04-28
-1406851,773044,3,2,3,0,2019-04-28,2019-04-28
-1406851,773426,1,1,1,0,2019-04-27,2019-04-27
-1406851,773602,1,1,1,0,2018-11-17,2018-11-17
-1406851,773874,1,1,1,0,2019-06-26,2019-06-26
-1406851,774019,1,1,1,0,2019-04-04,2019-04-04
-1406851,774162,1,1,1,0,2019-04-09,2019-04-09
-1406851,774164,1,1,1,0,2016-06-07,2016-06-07
-1406850,771929,1,1,1,0,2018-06-23,2018-06-23
-1406850,771941,1,1,1,0,2017-06-25,2017-06-25
-1406850,771980,1,1,1,1,2016-05-21,2016-05-21
-1406850,771986,4,4,2,0,2016-05-21,2016-05-21
-1406850,771987,1,1,1,0,2016-05-21,2016-05-21
-1406850,771996,1,1,1,0,2016-05-21,2016-05-21
-1406850,772550,1,1,1,0,2017-05-05,2017-05-05
-1406850,772975,1,1,1,0,2019-04-27,2019-04-27
-1406850,773038,1,1,1,0,2019-04-28,2019-04-28
-1406850,773040,1,1,1,0,2019-04-28,2019-04-28
-1406850,773041,1,1,1,0,2019-04-28,2019-04-28
-1406850,773042,1,1,1,0,2019-04-28,2019-04-28
-1406850,773043,1,1,1,0,2019-04-28,2019-04-28
-1406850,773044,2,2,2,0,2019-04-28,2019-04-28
-1406850,773045,4,3,4,0,2019-04-28,2019-04-28
-1406850,773048,1,1,1,0,2019-04-28,2019-04-28
-1406850,773426,1,1,1,0,2019-04-27,2019-04-27
-1406850,773600,1,1,1,0,2019-04-28,2019-04-28
-1406850,773601,1,1,1,0,2018-11-17,2018-11-17
-1406850,773873,1,1,1,0,2017-04-16,2017-04-16
-1406850,773874,1,1,1,0,2019-06-30,2019-06-30
-1406850,774007,1,1,1,0,2019-06-22,2019-06-22
-1406850,774009,1,1,1,0,2018-04-30,2018-04-30
-1406850,774011,1,1,1,0,2019-04-27,2019-04-27
-1406850,774090,1,1,1,0,2019-04-13,2019-04-13
-1406849,771512,1,1,1,0,2018-12-07,2018-12-07
-1406849,771935,1,1,1,1,2017-06-25,2017-06-25
-1406849,771972,1,1,1,1,2016-05-21,2016-05-21
-1406849,771977,1,1,1,0,2016-02-26,2016-02-26
-1406849,771982,1,1,1,0,2016-05-21,2016-05-21
-1406849,771991,1,1,1,0,2018-02-09,2018-02-09
-1406849,772555,1,1,1,0,2018-07-18,2018-07-18
-1406849,772559,1,1,1,0,2018-04-29,2018-04-29
-1406849,772901,1,1,1,0,2019-06-18,2019-06-18
-1406849,773037,1,1,1,0,2019-04-28,2019-04-28
-1406849,773038,1,1,1,0,2019-04-28,2019-04-28
-1406849,773041,3,3,2,0,2019-04-28,2019-04-28
-1406849,773042,2,1,2,0,2019-04-28,2019-04-28
-1406849,773043,2,2,2,0,2019-04-28,2019-04-28
-1406849,773045,1,1,1,0,2019-04-28,2019-04-28
-1406849,773046,3,3,3,0,2019-04-28,2019-04-28
-1406849,773047,1,1,1,0,2019-04-28,2019-04-28
-1406849,773238,1,1,1,1,2018-10-05,2018-10-05
-1406849,773596,1,1,1,0,2016-05-20,2016-05-20
-1406849,773601,2,2,1,0,2016-05-20,2016-05-20
-1406849,773869,3,3,1,0,2016-08-07,2016-07-16
-1406849,773872,1,1,1,0,2017-04-16,2017-04-16
-1406849,773874,1,1,1,0,2017-04-16,2017-04-16
-1406849,773876,4,4,1,0,2016-11-11,2016-10-07
-1406849,774011,1,1,1,0,2019-04-27,2019-04-27
-1406849,774075,1,1,1,0,2019-04-27,2019-04-27
-1406849,774087,2,2,1,0,2018-09-05,2018-09-05
-1406848,771995,1,1,1,0,2016-05-20,2016-05-20
-1406848,772345,1,1,1,1,2019-05-01,2019-05-01
-1406848,772965,1,1,1,0,2019-04-02,2019-04-02
-1406848,772976,1,1,1,0,2019-04-26,2019-04-26
-1406848,772989,1,1,1,0,2019-04-28,2019-04-28
-1406848,773037,1,1,1,0,2019-04-28,2019-04-28
-1406848,773038,1,1,1,0,2019-04-28,2019-04-28
-1406848,773047,1,1,1,0,2019-04-28,2019-04-28
-1406848,773048,1,1,1,0,2019-04-28,2019-04-28
-1406848,773051,1,1,1,0,2019-04-28,2019-04-28
-1406848,773214,1,1,1,0,2017-06-29,2017-06-29
-1406848,773595,1,1,1,0,2016-05-20,2016-05-20
-1406848,773606,1,1,1,0,2018-11-17,2018-11-17
-1406848,773609,1,1,1,0,2018-11-17,2018-11-17
-1406848,773877,1,1,1,0,2016-07-23,2016-07-23
-1406848,773881,1,1,1,0,2019-04-28,2019-04-28
-1406848,774088,1,1,1,0,2019-04-27,2019-04-27
-1406848,774089,1,1,1,0,2018-09-05,2018-09-05
-1406848,774149,1,1,1,0,2019-06-22,2019-06-22
-1406848,774292,1,1,1,0,2017-05-29,2017-05-29
-1406847,771940,1,1,1,0,2017-06-25,2017-06-25
-1406847,771958,1,1,1,0,2019-04-16,2019-04-16
-1406847,771993,1,1,1,0,2016-05-20,2016-05-20
-1406847,771995,3,3,1,0,2016-05-20,2016-05-20
-1406847,772552,1,1,1,1,2018-07-08,2018-07-08
-1406847,772567,1,1,1,1,2017-04-28,2017-04-28
-1406847,772798,1,1,1,0,2019-05-09,2019-05-09
-1406847,772901,2,2,1,0,2019-06-18,2018-06-03
-1406847,773038,1,1,1,0,2019-04-28,2019-04-28
-1406847,773045,1,1,1,0,2019-04-28,2019-04-28
-1406847,773387,1,1,1,0,2019-07-08,2019-07-08
-1406847,773595,1,1,1,0,2016-05-20,2016-05-20
-1406847,773596,1,1,1,0,2016-05-20,2016-05-20
-1406847,773872,2,2,1,0,2016-10-23,2016-10-23
-1406847,773873,1,1,1,0,2017-04-16,2017-04-16
-1406847,773874,1,1,1,0,2017-05-14,2017-05-14
-1406847,773875,1,1,1,0,2017-04-16,2017-04-16
-1406847,773876,1,1,1,0,2017-04-16,2017-04-16
-1406847,773877,1,1,1,0,2017-04-16,2017-04-16
-1406847,774064,1,1,1,0,2016-11-05,2016-11-05
-1406847,774087,1,1,1,0,2019-06-07,2019-06-07
-1406847,774405,1,1,1,0,2017-05-29,2017-05-29
-1406846,771939,1,1,1,0,2017-06-25,2017-06-25
-1406846,772072,1,1,1,0,2019-05-08,2019-05-08
-1406846,772975,1,1,1,0,2019-04-27,2019-04-27
-1406846,772976,1,1,1,0,2019-04-26,2019-04-26
-1406846,772991,1,1,1,0,2019-04-28,2019-04-28
-1406846,773051,1,1,1,0,2019-04-28,2019-04-28
-1406846,773880,1,1,1,0,2016-11-11,2016-11-11
-1406846,773998,1,1,1,0,2017-10-16,2017-10-16
-1406846,774004,1,1,1,0,2019-03-27,2019-03-27
-1406846,774090,1,1,1,0,2019-06-23,2019-06-23
-1406846,774339,1,1,1,0,2017-07-20,2017-07-20
-1406846,774341,1,1,1,0,2017-08-24,2017-08-24
-1406846,774344,1,1,1,0,2017-07-15,2017-07-15
-1406846,774346,1,1,1,0,2017-06-28,2017-06-28
-1406845,771762,1,1,1,0,2018-05-23,2018-05-23
-1406845,771995,2,2,1,0,2016-05-21,2016-05-21
-1406845,772458,1,1,1,1,2019-05-29,2019-05-29
-1406845,772459,1,1,1,1,2019-06-11,2019-06-11
-1406845,772497,1,1,1,0,2018-05-15,2018-05-15
-1406845,772618,1,1,1,0,2019-04-25,2019-04-25
-1406845,772913,1,1,1,0,2018-04-08,2018-04-08
-1406845,772975,1,1,1,0,2019-04-26,2019-04-26
-1406845,773046,1,1,1,0,2019-04-28,2019-04-28
-1406845,773049,1,1,1,0,2019-04-28,2019-04-28
-1406845,773050,1,1,1,0,2019-04-28,2019-04-28
-1406845,773051,1,1,1,0,2019-04-28,2019-04-28
