ix,iy,count,n_genera,n_observers,n_captive,last_observed,median_last10_observed
-1407241,772579,2,1,1,0,2016-05-20,2016-05-20
-1407241,772583,1,1,1,1,2019-05-18,2019-05-18
-1407241,772585,1,1,1,0,2016-05-20,2016-05-20
-1407240,772015,1,1,1,0,2017-07-19,2017-07-19
-1407240,772016,1,1,1,0,2017-07-19,2017-07-19
-1407240,772041,2,2,2,0,2019-04-14,2018-06-01
-1407240,772247,1,1,1,0,2019-03-17,2019-03-17
-1407240,772535,1,1,1,1,2018-09-29,2018-09-29
-1407240,772552,1,1,1,1,2017-06-22,2017-06-22
-1407240,772577,2,1,1,0,2016-05-20,2016-05-20
-1407240,772579,2,2,1,0,2016-05-20,2016-05-20
-1407240,772580,1,1,1,0,2016-05-20,2016-05-20
-1407240,772581,2,2,1,0,2016-05-20,2016-05-20
-1407240,773297,1,1,1,0,2019-05-02,2019-05-02
-1407239,772043,1,1,1,0,2016-12-25,2016-12-25
-1407239,772060,1,1,1,0,2019-07-13,2019-07-13
-1407239,772113,1,1,1,0,2018-09-29,2018-09-29
-1407239,772177,1,1,1,0,2018-05-12,2018-05-12
-1407239,772178,1,1,1,0,2017-12-02,2017-12-02
-1407239,772179,1,1,1,0,2018-04-15,2018-04-15
-1407239,772254,1,1,1,0,2017-02-09,2017-02-09
-1407239,772534,1,1,1,1,2019-07-21,2019-07-21
-1407239,772541,1,1,1,1,2016-10-19,2016-10-19
-1407239,772569,1,1,1,0,2019-07-17,2019-07-17
-1407239,772578,1,1,1,0,2016-05-20,2016-05-20
-1407239,772580,1,1,1,0,2016-05-20,2016-05-20
-1407239,772581,1,1,1,0,2016-05-20,2016-05-20
-1407239,773129,1,1,1,0,2019-07-06,2019-07-06
-1407239,773131,1,1,1,0,2018-09-07,2018-09-07
-1407238,772037,1,1,1,0,2017-07-19,2017-07-19
-1407238,772056,1,1,1,0,2016-05-21,2016-05-21
-1407238,772113,1,1,1,0,2019-07-21,2019-07-21
-1407238,772177,2,2,2,0,2018-10-06,2018-07-17
-1407238,772179,1,1,1,0,2018-04-15,2018-04-15
-1407238,772247,2,2,2,0,2019-02-03,2018-12-03
-1407238,772248,1,1,1,0,2018-10-08,2018-10-08
-1407238,772251,1,1,1,0,2017-09-07,2017-09-07
-1407238,772304,1,1,1,0,2019-03-26,2019-03-26
-1407238,772307,1,1,1,0,2019-03-26,2019-03-26
-1407238,772552,1,1,1,1,2019-04-06,2019-04-06
-1407238,772577,1,1,1,0,2016-05-11,2016-05-11
-1407238,772580,2,2,1,0,2016-05-20,2016-05-20
-1407238,773127,2,2,1,0,2019-06-20,2019-06-20
-1407238,773129,2,2,2,0,2019-06-20,2019-01-28
-1407237,772035,1,1,1,0,2017-04-23,2017-04-23
-1407237,772050,1,1,1,0,2018-05-06,2018-05-06
-1407237,772073,1,1,1,0,2019-04-07,2019-04-07
-1407237,772176,1,1,1,0,2018-04-28,2018-04-28
-1407237,772193,1,1,1,0,2016-12-25,2016-12-25
-1407237,772248,1,1,1,0,2016-10-28,2016-10-28
-1407237,772262,1,1,1,0,2017-06-07,2017-06-07
-1407237,772564,1,1,1,0,2019-07-22,2019-07-22
-1407237,772575,1,1,1,0,2019-07-23,2019-07-23
-1407237,773127,1,1,1,0,2019-06-30,2019-06-30
-1407237,773128,1,1,1,0,2018-09-07,2018-09-07
-1407237,773129,1,1,1,0,2018-09-07,2018-09-07
-1407237,773131,1,1,1,0,2018-09-07,2018-09-07
-1407237,773293,1,1,1,0,2018-05-12,2018-05-12
-1407237,773449,1,1,1,1,2018-05-01,2018-05-01
-1407236,771144,1,1,1,1,2016-10-27,2016-10-27
-1407236,772024,1,1,1,0,2019-04-27,2019-04-27
-1407236,772033,2,2,1,0,2019-06-11,2019-06-11
-1407236,772035,1,1,1,0,2018-07-18,2018-07-18
-1407236,772036,2,2,2,0,2018-07-18,2018-03-26
-1407236,772175,1,1,1,0,2016-05-20,2016-05-20
-1407236,772251,1,1,1,0,2017-06-07,2017-06-07
-1407236,772302,1,1,1,0,2019-04-08,2019-04-08
-1407236,772518,1,1,1,0,2018-05-16,2018-05-16
-1407236,772557,1,1,1,1,2019-07-21,2019-07-21
-1407236,773131,1,1,1,0,2018-09-07,2018-09-07
-1407235,772033,1,1,1,0,2018-09-22,2018-09-22
-1407235,772034,3,3,3,0,2018-07-18,2017-04-05
-1407235,772070,1,1,1,0,2019-06-01,2019-06-01
-1407235,772173,1,1,1,0,2019-06-16,2019-06-16
-1407235,772244,1,1,1,0,2018-10-01,2018-10-01
-1407235,772247,1,1,1,0,2018-05-03,2018-05-03
-1407235,772251,1,1,1,0,2017-06-07,2017-06-07
-1407235,772451,1,1,1,1,2019-07-12,2019-07-12
-1407235,772512,1,1,1,1,2018-05-05,2018-05-05
-1407235,772522,1,1,1,0,2018-05-16,2018-05-16
-1407235,772523,1,1,1,0,2018-05-16,2018-05-16
-1407235,772584,1,1,1,0,2016-05-20,2016-05-20
-1407235,773755,1,1,1,0,2017-06-08,2017-06-08
-1407234,772029,1,1,1,0,2018-06-14,2018-06-14
-1407234,772031,1,1,1,0,2017-04-23,2017-04-23
-1407234,772033,1,1,1,0,2019-07-08,2019-07-08
-1407234,772034,4,4,1,0,2018-07-18,2017-06-12
-1407234,772036,1,1,1,0,2019-06-08,2019-06-08
-1407234,772167,1,1,1,0,2018-08-03,2018-08-03
-1407234,772190,2,2,1,0,2019-04-10,2019-04-10
-1407234,772445,1,1,1,0,2018-09-23,2018-09-23
-1407234,772524,1,1,1,0,2018-05-16,2018-05-16
-1407233,772005,1,1,1,0,2016-10-28,2016-10-28
-1407233,772026,2,2,1,0,2019-04-22,2019-04-22
-1407233,772032,1,1,1,0,2018-04-28,2018-04-28
-1407233,772033,1,1,1,0,2019-04-22,2019-04-22
-1407233,772053,1,1,1,0,2016-05-21,2016-05-21
-1407233,772172,1,1,1,0,2019-07-05,2019-07-05
-1407233,772251,2,2,2,1,2018-08-15,2018-02-07
-1407233,772322,1,1,1,0,2019-04-28,2019-04-28
-1407233,772326,1,1,1,0,2017-07-01,2017-07-01
-1407233,772448,1,1,1,0,2018-09-23,2018-09-23
-1407232,772168,1,1,1,0,2018-07-14,2018-07-14
-1407232,772170,1,1,1,0,2019-04-14,2019-04-14
-1407232,772252,1,1,1,0,2018-10-01,2018-10-01
-1407232,772986,1,1,1,1,2019-04-29,2019-04-29
-1407232,772989,1,1,1,1,2019-04-29,2019-04-29
-1407231,772030,1,1,1,0,2016-05-21,2016-05-21
-1407231,772044,1,1,1,0,2018-04-28,2018-04-28
-1407231,772250,1,1,1,0,2018-10-01,2018-10-01
-1407231,772987,1,1,1,1,2019-04-29,2019-04-29
-1407231,773169,1,1,1,0,2018-02-17,2018-02-17
-1407230,771222,1,1,1,0,2018-05-26,2018-05-26
-1407230,772000,1,1,1,0,2016-05-20,2016-05-20
-1407230,772001,1,1,1,0,2019-07-18,2019-07-18
-1407230,772984,1,1,1,1,2019-04-29,2019-04-29
-1407230,772986,2,2,2,1,2019-04-29,2019-04-29
-1407229,772000,1,1,1,0,2019-07-18,2019-07-18
-1407229,772031,1,1,1,0,2019-06-16,2019-06-16
-1407229,772982,1,1,1,1,2019-04-29,2019-04-29
-1407229,772986,2,2,2,2,2019-04-29,2019-04-29
-1407228,770323,1,1,1,0,2019-04-17,2019-04-17
-1407228,772032,1,1,1,0,2018-04-28,2018-04-28
-1407228,772190,1,1,1,0,2016-12-25,2016-12-25
-1407228,772563,1,1,1,1,2019-04-07,2019-04-07
-1407228,772564,1,1,1,0,2019-05-27,2019-05-27
-1407228,772986,1,1,1,1,2019-04-29,2019-04-29
-1407228,773281,1,1,1,0,2018-09-28,2018-09-28
-1407228,773283,1,1,1,0,2018-09-28,2018-09-28
-1407227,772059,1,1,1,0,2017-07-12,2017-07-12
-1407227,772060,1,1,1,0,2017-08-12,2017-08-12
-1407227,772166,1,1,1,0,2016-05-20,2016-05-20
-1407227,772980,1,1,1,0,2019-04-29,2019-04-29
-1407226,772029,1,1,1,0,2019-07-11,2019-07-11
-1407226,772032,2,1,2,0,2019-07-06,2018-12-01
-1407226,772979,1,1,1,0,2019-04-29,2019-04-29
-1407226,773168,1,1,1,0,2017-06-09,2017-06-09
-1407225,770013,1,1,1,1,2016-05-18,2016-05-18
-1407225,771994,1,1,1,0,2016-05-20,2016-05-20
-1407225,771995,1,1,1,0,2016-05-20,2016-05-20
-1407225,771997,1,1,1,0,2016-05-20,2016-05-20
-1407225,772026,2,2,1,0,2019-04-22,2019-04-22
-1407225,772164,1,1,1,0,2016-05-20,2016-05-20
-1407225,772560,1,1,1,0,2018-08-30,2018-08-30
-1407225,772569,1,1,1,0,2016-05-26,2016-05-26
-1407225,772977,1,1,1,0,2019-04-29,2019-04-29
-1407225,772980,1,1,1,0,2019-04-29,2019-04-29
-1407225,773767,1,1,1,0,2017-06-08,2017-06-08
-1407224,771994,6,5,1,0,2016-05-20,2016-05-20
-1407224,772049,1,1,1,0,2017-08-12,2017-08-12
-1407224,772978,1,1,1,0,2019-04-29,2019-04-29
-1407224,772979,1,1,1,0,2019-04-29,2019-04-29
-1407223,772006,1,1,1,0,2016-05-20,2016-05-20
-1407223,772036,1,1,1,0,2017-07-12,2017-07-12
-1407223,772156,1,1,1,0,2019-04-14,2019-04-14
-1407223,772246,1,1,1,0,2017-02-09,2017-02-09
-1407223,772520,1,1,1,0,2019-05-07,2019-05-07
-1407223,772525,1,1,1,0,2018-05-28,2018-05-28
-1407223,772548,1,1,1,0,2019-04-27,2019-04-27
-1407223,772555,1,1,1,0,2018-05-28,2018-05-28
-1407223,772560,1,1,1,0,2018-08-30,2018-08-30
-1407223,772589,1,1,1,0,2016-05-20,2016-05-20
-1407223,773048,1,1,1,1,2019-07-24,2019-07-24
-1407223,773167,1,1,1,1,2019-06-27,2019-06-27
-1407223,773772,1,1,1,0,2017-06-08,2017-06-08
-1407222,771594,1,1,1,0,2016-07-18,2016-07-18
-1407222,772027,1,1,1,0,2019-05-22,2019-05-22
-1407222,772034,1,1,1,0,2019-07-08,2019-07-08
-1407222,772037,1,1,1,0,2018-04-28,2018-04-28
-1407222,772038,2,2,2,0,2019-02-04,2018-04-09
-1407222,772414,1,1,1,1,2019-03-18,2019-03-18
-1407222,772927,1,1,1,0,2019-05-06,2019-05-06
-1407222,772931,1,1,1,0,2017-11-25,2017-11-25
-1407222,773282,1,1,1,0,2018-09-28,2018-09-28
-1407222,773285,1,1,1,0,2018-09-28,2018-09-28
-1407221,772027,1,1,1,0,2019-04-22,2019-04-22
-1407221,772243,1,1,1,0,2018-08-31,2018-08-31
-1407221,772313,1,1,1,0,2017-03-22,2017-03-22
-1407221,772512,1,1,1,0,2019-03-26,2019-03-26
-1407221,772526,2,2,2,2,2019-03-26,2018-10-26
-1407221,773283,1,1,1,0,2016-04-02,2016-04-02
-1407221,773909,2,2,1,1,2016-05-18,2016-05-18
-1407220,772025,1,1,1,0,2019-04-22,2019-04-22
-1407220,772026,2,2,2,0,2018-09-30,2018-02-04
-1407220,772158,1,1,1,0,2016-05-20,2016-05-20
-1407220,772185,1,1,1,0,2016-12-25,2016-12-25
-1407220,772240,1,1,1,0,2019-05-01,2019-05-01
-1407220,772242,1,1,1,0,2018-08-31,2018-08-31
-1407220,772929,1,1,1,0,2019-04-27,2019-04-27
-1407220,773969,1,1,1,0,2019-03-03,2019-03-03
-1407219,770239,1,1,1,1,2018-03-17,2018-03-17
-1407219,772026,1,1,1,0,2017-06-12,2017-06-12
-1407219,772155,1,1,1,0,2016-09-11,2016-09-11
-1407219,772245,1,1,1,0,2017-02-09,2017-02-09
-1407219,772543,1,1,1,0,2018-05-28,2018-05-28
-1407219,772931,1,1,1,1,2019-03-16,2019-03-16
-1407219,774038,1,1,1,1,2018-10-21,2018-10-21
-1407218,772009,1,1,1,0,2016-05-20,2016-05-20
-1407218,772153,1,1,1,0,2019-04-14,2019-04-14
-1407218,772155,1,1,1,0,2018-05-12,2018-05-12
-1407218,772542,1,1,1,1,2018-05-28,2018-05-28
-1407218,772543,1,1,1,1,2018-05-28,2018-05-28
-1407218,772921,1,1,1,0,2017-11-21,2017-11-21
-1407218,772976,1,1,1,0,2019-04-29,2019-04-29
-1407217,772025,1,1,1,0,2016-05-21,2016-05-21
-1407217,772082,2,2,2,0,2019-06-08,2018-11-10
-1407217,772084,1,1,1,0,2018-04-28,2018-04-28
-1407217,772152,1,1,1,0,2018-04-28,2018-04-28
-1407217,772451,1,1,1,1,2018-08-25,2018-08-25
-1407217,772538,1,1,1,0,2018-09-29,2018-09-29
-1407217,772566,1,1,1,0,2019-04-20,2019-04-20
-1407217,772571,1,1,1,0,2016-05-25,2016-05-25
-1407217,772841,1,1,1,1,2018-06-23,2018-06-23
-1407217,772926,1,1,1,0,2017-11-21,2017-11-21
-1407217,772973,1,1,1,0,2019-04-29,2019-04-29
-1407217,773286,1,1,1,0,2017-03-19,2017-03-19
-1407216,772023,4,4,2,0,2019-07-08,2018-09-22
-1407216,772025,1,1,1,0,2019-06-16,2019-06-16
-1407216,772082,2,2,2,0,2019-04-14,2018-06-13
-1407216,772083,2,2,2,0,2019-05-19,2019-01-19
-1407216,772176,1,1,1,0,2017-07-19,2017-07-19
-1407216,772921,1,1,1,0,2017-11-21,2017-11-21
-1407216,772922,1,1,1,0,2017-11-21,2017-11-21
-1407216,772923,1,1,1,0,2017-11-21,2017-11-21
-1407216,772972,1,1,1,1,2019-04-29,2019-04-29
-1407216,773285,1,1,1,0,2017-03-19,2017-03-19
-1407215,772025,1,1,1,0,2016-05-21,2016-05-21
-1407215,772081,4,4,3,0,2019-06-16,2018-03-28
-1407215,772082,7,5,5,0,2019-05-11,2019-04-27
-1407215,772147,1,1,1,0,2019-06-16,2019-06-16
-1407215,772149,1,1,1,0,2017-11-22,2017-11-22
-1407215,772178,1,1,1,0,2017-07-19,2017-07-19
-1407215,772234,1,1,1,0,2019-03-16,2019-03-16
-1407215,772975,1,1,1,0,2019-04-29,2019-04-29
-1407215,772993,1,1,1,1,2019-04-29,2019-04-29
-1407214,772024,1,1,1,0,2017-06-12,2017-06-12
-1407214,772028,1,1,1,0,2016-05-21,2016-05-21
-1407214,772067,1,1,1,0,2016-01-10,2016-01-10
-1407214,772082,2,2,2,0,2018-06-16,2018-03-10
-1407214,772083,1,1,1,0,2018-04-30,2018-04-30
-1407214,772177,1,1,1,0,2017-07-19,2017-07-19
-1407214,772921,1,1,1,0,2017-11-21,2017-11-21
-1407214,772923,1,1,1,0,2017-11-21,2017-11-21
-1407214,772930,1,1,1,0,2017-11-25,2017-11-25
-1407214,772964,1,1,1,1,2019-04-29,2019-04-29
-1407214,772974,1,1,1,0,2019-04-29,2019-04-29
-1407214,772988,1,1,1,1,2019-04-29,2019-04-29
-1407213,772023,2,2,2,0,2017-04-28,2016-11-07
-1407213,772024,2,1,2,0,2019-07-08,2019-01-19
-1407213,772079,1,1,1,0,2018-04-15,2018-04-15
-1407213,772080,1,1,1,0,2018-10-13,2018-10-13
-1407213,772081,1,1,1,0,2018-11-18,2018-11-18
-1407213,772082,1,1,1,0,2019-07-26,2019-07-26
-1407213,772633,1,1,1,0,2017-06-09,2017-06-09
-1407213,772921,1,1,1,0,2017-11-21,2017-11-21
-1407213,772927,1,1,1,1,2019-05-21,2019-05-21
-1407212,772023,1,1,1,0,2017-04-28,2017-04-28
-1407212,772024,2,2,2,0,2016-05-21,2016-05-20
-1407212,772046,1,1,1,0,2016-05-20,2016-05-20
-1407212,772054,1,1,1,0,2017-06-12,2017-06-12
-1407212,772081,1,1,1,0,2017-08-12,2017-08-12
-1407212,772176,1,1,1,0,2017-07-19,2017-07-19
-1407212,772181,1,1,1,0,2017-07-19,2017-07-19
-1407212,772242,1,1,1,0,2016-05-20,2016-05-20
-1407212,772931,2,2,1,0,2017-11-25,2017-11-25
-1407212,772973,1,1,1,0,2019-04-29,2019-04-29
-1407211,772024,1,1,1,0,2016-05-21,2016-05-21
-1407211,772025,1,1,1,0,2019-04-14,2019-04-14
-1407211,772026,2,2,2,0,2018-05-12,2017-05-16
-1407211,772081,2,2,2,0,2019-06-16,2018-07-25
-1407211,772084,2,2,2,0,2019-06-07,2018-07-17
-1407211,772144,2,2,2,0,2019-04-07,2018-10-17
-1407211,772179,1,1,1,0,2017-07-19,2017-07-19
-1407211,772303,1,1,1,0,2019-04-04,2019-04-04
-1407211,772657,1,1,1,0,2017-06-09,2017-06-09
-1407211,772971,1,1,1,0,2019-04-29,2019-04-29
-1407211,773283,1,1,1,0,2017-03-19,2017-03-19
-1407210,772023,1,1,1,0,2018-07-14,2018-07-14
-1407210,772026,3,3,1,0,2017-04-23,2017-04-23
-1407210,772029,2,2,1,0,2018-07-18,2018-07-18
-1407210,772081,2,2,2,0,2019-05-31,2019-01-29
-1407210,772082,1,1,1,0,2019-04-22,2019-04-22
-1407210,772084,1,1,1,0,2018-06-16,2018-06-16
-1407210,772094,1,1,1,0,2017-09-02,2017-09-02
-1407210,772098,1,1,1,0,2017-09-02,2017-09-02
-1407210,772135,1,1,1,0,2019-04-14,2019-04-14
-1407210,772139,1,1,1,0,2019-05-23,2019-05-23
-1407210,772141,1,1,1,0,2017-11-22,2017-11-22
-1407210,772143,1,1,1,0,2017-11-22,2017-11-22
-1407210,772236,1,1,1,0,2017-06-07,2017-06-07
-1407210,772509,1,1,1,1,2018-11-24,2018-11-24
-1407210,772836,1,1,1,0,2019-05-09,2019-05-09
-1407210,773117,1,1,1,1,2016-03-20,2016-03-20
-1407209,772024,1,1,1,0,2016-05-20,2016-05-20
-1407209,772025,1,1,1,0,2017-07-19,2017-07-19
-1407209,772026,4,3,3,0,2019-04-28,2017-12-13
-1407209,772027,1,1,1,0,2018-11-18,2018-11-18
-1407209,772028,1,1,1,0,2016-06-13,2016-06-13
-1407209,772081,1,1,1,0,2019-06-16,2019-06-16
-1407209,772091,1,1,1,0,2018-04-28,2018-04-28
-1407209,772138,1,1,1,0,2019-07-18,2019-07-18
-1407209,772141,2,2,1,0,2017-10-15,2017-10-15
-1407209,772248,1,1,1,0,2019-03-16,2019-03-16
-1407209,772404,1,1,1,0,2019-02-05,2019-02-05
-1407209,772967,1,1,1,0,2019-04-29,2019-04-29
-1407208,771939,1,1,1,0,2019-07-04,2019-07-04
-1407208,772024,1,1,1,0,2019-07-18,2019-07-18
-1407208,772025,1,1,1,0,2016-05-20,2016-05-20
-1407208,772026,4,4,4,0,2019-07-18,2018-03-19
-1407208,772027,1,1,1,0,2016-12-25,2016-12-25
-1407208,772071,1,1,1,0,2019-06-25,2019-06-25
-1407208,772081,4,4,3,0,2019-06-11,2018-11-16
-1407208,772082,1,1,1,0,2019-04-22,2019-04-22
-1407208,772085,1,1,1,0,2018-05-25,2018-05-25
-1407208,772086,1,1,1,0,2016-01-10,2016-01-10
-1407208,772087,1,1,1,0,2019-04-28,2019-04-28
-1407208,772091,1,1,1,0,2018-08-13,2018-08-13
-1407208,772092,1,1,1,0,2017-09-02,2017-09-02
-1407208,772094,1,1,1,0,2018-05-25,2018-05-25
-1407208,772099,1,1,1,0,2018-05-07,2018-05-07
-1407208,772102,1,1,1,0,2016-05-20,2016-05-20
-1407208,772105,2,1,2,0,2018-05-24,2018-05-24
-1407208,772131,1,1,1,0,2018-05-07,2018-05-07
-1407208,772136,1,1,1,0,2019-04-23,2019-04-23
-1407208,772483,1,1,1,1,2019-05-26,2019-05-26
-1407208,772508,1,1,1,1,2018-11-24,2018-11-24
-1407208,772931,1,1,1,0,2017-11-25,2017-11-25
-1407208,772970,1,1,1,0,2019-04-29,2019-04-29
-1407207,769886,1,1,1,0,2019-07-20,2019-07-20
-1407207,772025,3,3,3,0,2018-07-14,2018-04-28
-1407207,772026,3,3,2,0,2019-05-18,2018-04-28
-1407207,772027,1,1,1,0,2016-12-25,2016-12-25
-1407207,772043,1,1,1,0,2016-09-03,2016-09-03
-1407207,772074,2,2,2,0,2019-04-22,2018-11-11
-1407207,772080,2,2,2,0,2019-05-18,2019-05-07
-1407207,772081,3,3,2,0,2019-06-16,2017-07-19
-1407207,772082,2,2,2,0,2019-06-16,2018-11-21
-1407207,772083,1,1,1,0,2018-07-14,2018-07-14
-1407207,772084,1,1,1,0,2018-04-30,2018-04-30
-1407207,772085,1,1,1,0,2018-08-09,2018-08-09
-1407207,772086,1,1,1,0,2018-05-12,2018-05-12
-1407207,772087,1,1,1,0,2018-04-28,2018-04-28
-1407207,772088,1,1,1,0,2017-09-02,2017-09-02
-1407207,772091,1,1,1,0,2017-07-19,2017-07-19
-1407207,772095,1,1,1,0,2019-07-24,2019-07-24
-1407207,772097,1,1,1,0,2019-06-16,2019-06-16
-1407207,772098,2,2,2,0,2017-08-28,2017-01-07
-1407207,772099,1,1,1,0,2018-04-30,2018-04-30
-1407207,772103,3,3,2,0,2018-05-07,2018-05-07
-1407207,772105,1,1,1,0,2017-09-02,2017-09-02
-1407207,772108,3,3,3,0,2019-04-23,2018-05-25
-1407207,772110,1,1,1,0,2016-09-11,2016-09-11
-1407207,772115,1,1,1,0,2019-04-14,2019-04-14
-1407207,772120,1,1,1,0,2017-09-02,2017-09-02
-1407207,772134,1,1,1,0,2018-04-28,2018-04-28
-1407207,772135,2,2,2,0,2018-04-28,2017-05-09
-1407207,772569,1,1,1,0,2016-07-21,2016-07-21
-1407207,772628,1,1,1,0,2017-06-09,2017-06-09
-1407207,772629,1,1,1,0,2017-06-09,2017-06-09
-1407207,772636,1,1,1,0,2017-06-09,2017-06-09
-1407207,772975,1,1,1,0,2019-04-29,2019-04-29
-1407206,772026,1,1,1,0,2018-07-14,2018-07-14
-1407206,772027,2,2,2,0,2019-06-11,2017-11-29
-1407206,772071,1,1,1,0,2017-10-15,2017-10-15
-1407206,772072,1,1,1,0,2019-05-11,2019-05-11
-1407206,772073,1,1,1,0,2016-09-11,2016-09-11
-1407206,772075,1,1,1,0,2016-05-20,2016-05-20
-1407206,772076,1,1,1,0,2016-05-20,2016-05-20
-1407206,772080,1,1,1,0,2019-06-16,2019-06-16
-1407206,772081,8,7,2,0,2018-09-22,2018-09-22
-1407206,772082,3,3,3,0,2018-05-12,2018-04-28
-1407206,772084,2,2,2,0,2018-07-14,2018-06-05
-1407206,772089,1,1,1,0,2018-11-18,2018-11-18
-1407206,772092,1,1,1,0,2017-07-19,2017-07-19
-1407206,772094,1,1,1,0,2017-07-19,2017-07-19
-1407206,772095,1,1,1,0,2019-04-28,2019-04-28
-1407206,772100,1,1,1,0,2017-11-22,2017-11-22
-1407206,772103,1,1,1,0,2017-11-22,2017-11-22
-1407206,772104,1,1,1,0,2019-06-07,2019-06-07
-1407206,772106,1,1,1,0,2019-04-28,2019-04-28
-1407206,772127,1,1,1,0,2019-04-14,2019-04-14
-1407206,772138,1,1,1,0,2019-06-16,2019-06-16
-1407206,772337,1,1,1,0,2019-05-24,2019-05-24
-1407206,773147,1,1,1,0,2019-07-13,2019-07-13
-1407205,772029,3,3,3,0,2019-04-22,2018-08-09
-1407205,772035,1,1,1,0,2019-04-14,2019-04-14
-1407205,772046,1,1,1,0,2017-04-23,2017-04-23
-1407205,772067,1,1,1,0,2019-07-24,2019-07-24
-1407205,772068,1,1,1,0,2019-06-16,2019-06-16
-1407205,772069,1,1,1,0,2017-04-23,2017-04-23
-1407205,772072,1,1,1,0,2019-06-16,2019-06-16
-1407205,772073,1,1,1,0,2019-04-22,2019-04-22
-1407205,772078,1,1,1,0,2018-07-18,2018-07-18
-1407205,772082,1,1,1,0,2016-04-24,2016-04-24
-1407205,772083,1,1,1,0,2018-04-28,2018-04-28
-1407205,772105,2,2,1,0,2019-06-11,2019-06-09
-1407205,772106,2,2,2,0,2019-06-16,2018-07-14
-1407205,772116,1,1,1,0,2017-09-02,2017-09-02
-1407205,772119,1,1,1,0,2016-05-20,2016-05-20
-1407205,772121,1,1,1,0,2018-07-14,2018-07-14
-1407205,772124,1,1,1,0,2019-06-16,2019-06-16
-1407205,772327,1,1,1,1,2016-05-20,2016-05-20
-1407205,772335,2,2,1,2,2019-05-09,2019-05-09
-1407205,772336,1,1,1,0,2019-05-24,2019-05-24
-1407205,772447,1,1,1,1,2018-10-21,2018-10-21
-1407205,772909,1,1,1,0,2019-04-27,2019-04-27
-1407205,772910,1,1,1,0,2019-04-27,2019-04-27
-1407205,772973,1,1,1,0,2019-04-29,2019-04-29
-1407205,773293,1,1,1,0,2017-03-19,2017-03-19
-1407204,772044,1,1,1,0,2016-05-20,2016-05-20
-1407204,772045,1,1,1,0,2016-05-20,2016-05-20
-1407204,772048,1,1,1,0,2017-04-23,2017-04-23
-1407204,772059,4,4,1,0,2019-04-22,2019-04-22
-1407204,772061,1,1,1,0,2016-05-20,2016-05-20
-1407204,772062,4,3,3,0,2019-06-07,2019-05-13
-1407204,772067,1,1,1,0,2019-04-14,2019-04-14
-1407204,772068,1,1,1,0,2019-04-22,2019-04-22
-1407204,772069,1,1,1,0,2018-08-17,2018-08-17
-1407204,772072,1,1,1,0,2019-05-11,2019-05-11
-1407204,772105,1,1,1,0,2019-06-07,2019-06-07
-1407204,772108,2,2,2,0,2019-06-07,2018-11-23
-1407204,772118,1,1,1,0,2017-11-22,2017-11-22
-1407204,772120,1,1,1,0,2017-04-05,2017-04-05
-1407204,772122,1,1,1,0,2016-05-20,2016-05-20
-1407204,772124,1,1,1,0,2018-09-22,2018-09-22
-1407204,772134,1,1,1,0,2018-09-16,2018-09-16
-1407204,772234,1,1,1,0,2017-02-13,2017-02-13
-1407204,772970,1,1,1,0,2019-04-29,2019-04-29
-1407204,773124,1,1,1,1,2018-05-06,2018-05-06
-1407203,772024,1,1,1,0,2019-05-24,2019-05-24
-1407203,772029,1,1,1,0,2019-05-19,2019-05-19
-1407203,772032,1,1,1,0,2017-09-16,2017-09-16
-1407203,772033,1,1,1,0,2016-05-20,2016-05-20
-1407203,772034,1,1,1,0,2017-04-23,2017-04-23
-1407203,772036,1,1,1,0,2019-04-14,2019-04-14
-1407203,772043,1,1,1,0,2017-04-23,2017-04-23
-1407203,772044,5,5,3,0,2016-05-21,2016-05-20
-1407203,772045,2,2,2,0,2019-06-07,2017-11-27
-1407203,772046,2,2,2,0,2019-06-16,2018-01-28
-1407203,772047,1,1,1,0,2019-06-16,2019-06-16
-1407203,772048,2,2,2,0,2019-06-25,2019-02-17
-1407203,772049,1,1,1,0,2018-10-20,2018-10-20
-1407203,772050,1,1,1,0,2016-10-28,2016-10-28
-1407203,772051,1,1,1,0,2016-05-20,2016-05-20
-1407203,772057,1,1,1,0,2017-07-19,2017-07-19
-1407203,772058,1,1,1,0,2016-05-20,2016-05-20
-1407203,772059,2,2,2,0,2018-05-12,2017-11-01
-1407203,772060,1,1,1,0,2018-04-15,2018-04-15
-1407203,772063,2,2,2,0,2016-05-20,2016-05-20
-1407203,772064,1,1,1,0,2017-04-05,2017-04-05
-1407203,772065,2,2,2,0,2017-07-19,2016-12-18
-1407203,772066,1,1,1,0,2017-04-23,2017-04-23
-1407203,772071,2,2,1,0,2018-07-18,2018-07-18
-1407203,772073,1,1,1,0,2019-04-21,2019-04-21
-1407203,772123,1,1,1,0,2018-07-08,2018-07-08
-1407203,772250,1,1,1,0,2019-03-31,2019-03-31
-1407203,772329,1,1,1,1,2019-05-24,2019-05-24
-1407203,772333,1,1,1,1,2019-05-24,2019-05-24
-1407203,772507,1,1,1,0,2018-11-24,2018-11-24
-1407203,772524,1,1,1,1,2018-11-14,2018-11-14
-1407203,772561,1,1,1,0,2018-09-29,2018-09-29
-1407203,772927,1,1,1,0,2017-11-21,2017-11-21
-1407203,772929,1,1,1,0,2017-11-25,2017-11-25
-1407202,772023,1,1,1,0,2019-06-07,2019-06-07
-1407202,772029,1,1,1,0,2016-12-25,2016-12-25
